orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,spacecraft,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country,timeToComplete,seconds
50284688010,100436,DAF75,Complete,2025-01-22 07:39:37,2025-01-22 07:44:59.733,2025-01-22 07:39:37,2025-01-22 07:51:44.224,AO,OR2A,90.549,116.6107637804004,9.754653702002312,WV02,ARCHIVE,Public,N,Fresh,2025-01-22,View-Ready (Standard) OR2A,10300101088F0C00,90.55,90.55,00:00:00.195,N,Philippines,6.741516666666667,0.195
50284685010,100436,DAF75,Complete,2025-01-22 07:33:17,2025-01-22 07:34:54.971,2025-01-22 07:33:17,2025-01-22 07:46:47.922,AO,OR2A,290.144,116.52463939259717,9.754710321524994,WV02,ARCHIVE,Public,N,Fresh,2025-01-22,View-Ready (Standard) OR2A,10300101083E1300,290.14,290.14,00:00:00.626,N,Spratly Islands,11.882516666666668,0.626
50284683010,100436,DAF75,Complete,2025-01-22 07:31:39,2025-01-22 07:32:05.369,2025-01-22 07:31:39,2025-01-22 07:38:26.571,AO,OR2A,171.902,116.41585241867936,9.75460704156557,WV02,ARCHIVE,Public,N,Fresh,2025-01-22,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,171.9,171.9,00:00:00.371,N,Spratly Islands,6.353366666666667,0.371
50284545010,100436,DAF75,Complete,2025-01-22 02:24:31,2025-01-22 02:25:17.706,2025-01-22 02:24:31,2025-01-22 10:48:56.739,AO,OR2A,49.793,112.88942644249992,9.549939108606406,WV03,ARCHIVE,Public,N,Standard,2025-01-22,View-Ready (Standard) OR2A,104001005A1FB300,49.79,49.79,00:00:00.096,N,Spratly Islands,503.65055,0.096
50284540010,100436,DAF75,Complete,2025-01-22 02:01:02,2025-01-22 02:01:38.420,2025-01-22 02:01:02,2025-01-22 07:33:36.837,AO,OR2A,167.906,115.53775371016012,9.90294953977897,WV04,ARCHIVE,Public,Yes. Manual calculation required.,Standard,2025-01-22,View-Ready (Standard) OR2A,869bf9a6-40dc-401f-9ca8-0d5445e302de-inv,167.91,,,N,Spratly Islands,331.9736166666667,
50283282010,100436,DAF75,Complete,2025-01-18 13:34:10,2025-01-18 13:34:57.790,2025-01-18 13:34:10,2025-01-18 13:53:00.220,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,TASKING,Private,N,SelectPlus,2025-01-18,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.0,4120.0,00:00:11.942,N,Malaysia,18.0405,11.942
50281515010,100436,DAF75,Complete,2025-01-15 04:22:17,2025-01-15 04:22:42.374,2025-01-15 04:22:17,2025-01-15 04:35:04.974,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,TASKING,Private,N,SelectPlus,2025-01-15,View-Ready (Standard) OR2A,103001010CB9B800,100.0,4120.0,00:00:08.892,N,Indonesia,12.376666666666667,8.892
50279435010,100436,DAF75,Complete,2025-01-14 03:34:46,2025-01-14 03:39:50.874,2025-01-14 03:34:46,2025-01-14 03:54:05.046,AO,OR2A,125.928,110.576632445,0.852341185,WV02,ARCHIVE,Public,N,Standard,2025-01-14,View-Ready (Standard) OR2A,10300100EB22AC00,125.93,125.93,00:00:00.272,N,Indonesia,14.2362,0.272
50279327010,100436,DAF75,Complete,2025-01-14 02:01:14,2025-01-14 02:01:57.214,2025-01-14 02:01:14,2025-01-14 02:24:13.340,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,TASKING,Private,N,SelectPlus,2025-01-14,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.0,4120.0,00:00:11.942,N,Australia,22.268766666666668,11.942
50278992010,100436,DAF75,Complete,2025-01-13 08:09:08,2025-01-13 08:09:43.126,2025-01-13 08:09:08,2025-01-13 08:22:45.636,AO,OR2A,29.244,95.42000173,5.52620926,WV03,ARCHIVE,Public,N,Fresh,2025-01-13,View-Ready (Standard) OR2A,104001009D788D00,29.24,29.24,00:00:00.057,N,Indonesia,13.041833333333333,0.057
50278990010,100436,DAF75,Complete,2025-01-13 08:08:46,2025-01-13 08:09:29.846,2025-01-13 08:08:46,2025-01-13 08:21:01.814,AO,OR2A,29.244,95.42000173,5.52620926,WV03,ARCHIVE,Public,N,Fresh,2025-01-13,View-Ready (Standard) OR2A,104001009D788D00,29.24,29.24,00:00:00.057,N,Indonesia,11.5328,0.057
50278970010,100436,DAF75,Complete,2025-01-13 07:43:40,2025-01-13 07:44:46.289,2025-01-13 07:43:40,2025-01-13 07:55:30.149,AO,OR2A,35.73,110.35475632,1.488401995,WV03,ARCHIVE,Public,N,Fresh,2025-01-13,View-Ready (Standard) OR2A,10400100A057F900,35.73,35.73,00:00:00.069,N,Malaysia,10.731,0.069
50278957010,100436,DAF75,Complete,2025-01-13 04:49:29,2025-01-13 04:49:58.753,2025-01-13 04:49:29,2025-01-13 05:00:35.890,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,TASKING,Private,N,SelectPlus,2025-01-13,View-Ready (Standard) OR2A,1050010040313A00,100.0,4120.0,00:00:11.942,N,Indonesia,10.61895,11.942
50278943010,100436,DAF75,Complete,2025-01-13 02:17:22,2025-01-13 02:17:46.694,2025-01-13 02:17:22,2025-01-13 02:22:22.337,AO,OR2A,6.977,110.552125505,0.8468926349999999,GE01,ARCHIVE,Public,N,Standard,2025-01-13,View-Ready (Standard) OR2A,105001003D0D9300,6.98,6.98,00:00:00.020,N,Indonesia,4.594049999999999,0.02
50278878010,100436,DAF75,Complete,2025-01-12 05:08:42,2025-01-12 05:09:10.201,2025-01-12 05:08:42,2025-01-12 05:17:37.162,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,TASKING,Private,N,SelectPlus,2025-01-12,View-Ready (Standard) OR2A,10500100402D2B00,100.0,4120.0,00:00:11.942,N,China,8.44935,11.942
50278737010,100436,DAF75,Complete,2025-01-11 05:21:41,2025-01-11 05:24:43.580,2025-01-11 05:21:41,2025-01-11 05:48:44.425,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,TASKING,Private,N,SelectPlus,2025-01-11,View-Ready (Standard) OR2A,104001009FB89100,100.0,4360.0,00:00:08.439,N,China,24.014083333333335,8.439
50278421010,100436,DAF75,Complete,2025-01-10 08:07:12,2025-01-10 08:09:33.504,2025-01-10 08:07:12,2025-01-10 08:21:14.415,AO,OR2A,42.341,121.01198237,14.511340485,LG02,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,B1200011009C0000,42.34,42.34,00:00:00.114,N,Philippines,11.681849999999999,0.114
50278419010,100436,DAF75,Complete,2025-01-10 07:57:08,2025-01-10 07:57:26.086,2025-01-10 07:57:08,2025-01-10 08:10:42.659,AO,OR2A,127.699,126.227981355,45.60313377000001,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,10400100A1342F00,127.7,127.7,00:00:00.247,N,China,13.276216666666667,0.247
50278417010,100436,DAF75,Complete,2025-01-10 07:56:21,2025-01-10 07:56:40.790,2025-01-10 07:56:21,2025-01-10 08:02:26.595,AO,OR2A,15.897,118.757966055,9.742642605,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,104001009E1E6E00,15.9,15.9,00:00:00.031,N,Philippines,5.763416666666667,0.031
50278410010,100436,DAF75,Complete,2025-01-10 07:49:24,2025-01-10 07:52:31.416,2025-01-10 07:49:24,2025-01-10 08:03:45.828,AO,OR2A,52.336,116.972426945,31.98119558,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,10400100A2640400,52.34,52.34,00:00:00.101,N,China,11.2402,0.101
50278404010,100436,DAF75,Complete,2025-01-10 07:45:15,2025-01-10 07:46:13.437,2025-01-10 07:45:15,2025-01-10 07:53:11.367,AO,OR2A,46.242,127.31291396500004,50.17320587999999,WV02,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,103001010B0B2200,46.24,46.24,00:00:00.100,N,China,6.9655000000000005,0.1
50278403010,100436,DAF75,Complete,2025-01-10 07:43:29,2025-01-10 07:44:01.319,2025-01-10 07:43:29,2025-01-10 07:50:49.632,AO,OR2A,22.812,120.27161503999996,14.79395138,LG01,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,B110001100A7E500,22.81,22.81,00:00:00.061,N,Philippines,6.8052166666666665,0.061
50278400010,100436,DAF75,Complete,2025-01-10 07:39:25,2025-01-10 07:43:47.689,2025-01-10 07:39:25,2025-01-10 07:47:55.617,AO,OR2A,17.961,106.723549625,20.817346645,GE01,ARCHIVE,Public,N,Standard,2025-01-10,View-Ready (Standard) OR2A,105001003E0DF700,17.96,17.96,00:00:00.052,N,Vietnam,4.132133333333333,0.052
50278399010,100436,DAF75,Complete,2025-01-10 07:36:31,2025-01-10 07:37:08.762,2025-01-10 07:36:31,2025-01-10 07:44:54.659,AO,OR2A,30.09,119.82431701,49.206092135000006,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,10400100A080E500,30.09,30.09,00:00:00.058,N,China,7.76495,0.058
50278396010,100436,DAF75,Complete,2025-01-10 07:33:16,2025-01-10 07:33:41.643,2025-01-10 07:33:16,2025-01-10 07:39:54.669,AO,OR2A,17.306,122.05874148500004,6.922646320000001,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,10400100A4D53400,17.31,17.31,00:00:00.033,N,Philippines,6.2171,0.033
50278354010,100436,DAF75,Complete,2025-01-10 07:29:23,2025-01-10 07:29:47.686,2025-01-10 07:29:23,2025-01-10 07:33:39.926,AO,OR2A,24.89,112.78728666000002,-7.378957185000001,WV02,ARCHIVE,Public,N,Standard,2025-01-10,View-Ready (Standard) OR2A,103001010621D500,24.89,24.89,00:00:00.054,N,Indonesia,3.8706666666666667,0.054
50278298010,100436,DAF75,Complete,2025-01-10 07:10:00,2025-01-10 07:10:28.156,2025-01-10 07:10:00,2025-01-10 07:21:37.509,AO,OR2A,26.913,129.56734698,44.52574769500001,WV03,ARCHIVE,Public,N,Fresh,2025-01-10,View-Ready (Standard) OR2A,104001009E86BD00,26.91,26.91,00:00:00.052,N,China,11.155883333333332,0.052
50278207050,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:33:44.349,2025-01-09 22:06:17,2025-01-09 22:38:44.199,AO,OR2A,31.234,144.297883,-5.830197000000001,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50276208010_reorder,105001004010AA00,31.23,31.23,00:00:00.091,N,Papua New Guinea,4.9975000000000005,0.091
50278207070,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:34:24.194,2025-01-09 22:06:17,2025-01-09 22:41:54.857,AO,OR2A,25.748,151.9823155,-27.4457135,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50276460010_reorder,1050010040164B00,25.75,25.75,00:00:00.075,N,Australia,7.51105,0.075
50278207080,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:39:24.259,2025-01-09 22:06:17,2025-01-09 22:52:53.676,AO,OR2A,26.342,151.17249900000002,-32.617469,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,50276212010_reorder,103001010BBB3900,26.34,26.34,00:00:00.057,N,Australia,13.490283333333334,0.057
50278207110,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:41:43.169,2025-01-09 22:06:17,2025-01-09 22:50:44.409,AO,OR2A,26.018,128.668834,38.06245,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50276213010_reorder,###############################################################################################################################################################################################################################################################,26.02,26.02,00:00:00.075,N,Republic of Korea,9.020666666666667,0.075
50278207090,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:40:31.782,2025-01-09 22:06:17,2025-01-09 22:51:04.383,AO,OR2A,40.66,126.4858215,33.509221,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50276781010_reorder,105001004018C700,40.66,40.66,00:00:00.118,N,Republic of Korea,10.54335,0.118
50278207100,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:41:27.170,2025-01-09 22:06:17,2025-01-09 22:53:50.882,AO,OR2A,29.698,128.940852,35.1783475,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50275418010_reorder,###############################################################################################################################################################################################################################################################,29.7,29.7,00:00:00.086,N,Republic of Korea,12.395199999999999,0.086
50278207060,100436,DAF75,Complete,2025-01-09 22:06:17,2025-01-09 22:34:00.928,2025-01-09 22:06:17,2025-01-09 22:41:23.903,AO,OR2A,153.6,126.444787,37.46109800000001,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50276216010_reorder,###############################################################################################################################################################################################################################################################,153.6,153.6,00:00:00.445,N,Republic of Korea,7.3829166666666675,0.445
50278207010,100436,DAF75,Complete,2025-01-09 22:06:16,2025-01-09 22:28:17.847,2025-01-09 22:06:16,2025-01-09 22:38:02.042,AO,OR2A,25.004,114.9281545,4.945021,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,50277350010_reorder,10500100401BED00,25.0,25.0,00:00:00.072,N,Brunei Darussalam,9.736583333333334,0.072
50278207020,100436,DAF75,Complete,2025-01-09 22:06:16,2025-01-09 22:29:24.455,2025-01-09 22:06:16,2025-01-09 22:39:13.734,AO,OR2A,130.945,142.08594950000003,-12.6467355,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,50275886010_reorder,103001010B965F00,130.95,130.95,00:00:00.283,N,Australia,9.821316666666666,0.283
50278207030,100436,DAF75,Complete,2025-01-09 22:06:16,2025-01-09 22:33:00.872,2025-01-09 22:06:16,2025-01-09 22:39:01.904,AO,OR2A,40.928,100.402909,6.187636,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,50277353010_reorder,103001010B9B3B00,40.93,40.93,00:00:00.088,N,Malaysia,6.0172,0.088
50278207040,100436,DAF75,Complete,2025-01-09 22:06:16,2025-01-09 22:33:03.479,2025-01-09 22:06:16,2025-01-09 22:38:09.572,AO,OR2A,28.312,150.541511,-34.946665,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,50276209010_reorder,103001010BC94400,28.31,28.31,00:00:00.061,N,Australia,5.1015500000000005,0.061
50278021010,100436,DAF75,Complete,2025-01-09 08:09:23,2025-01-09 08:14:42.105,2025-01-09 08:09:23,2025-01-09 08:25:11.813,AO,OR2A,61.874,119.54993792,-5.074339665,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,103001010700F600,61.87,61.87,00:00:00.134,N,Indonesia,10.495133333333333,0.134
50278017010,100436,DAF75,Complete,2025-01-09 08:01:31,2025-01-09 08:01:56.588,2025-01-09 08:01:31,2025-01-09 08:17:03.065,AO,OR2A,80.282,106.38875189,38.32051238,WV03,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,10400100A0B53C00,80.28,80.28,00:00:00.155,N,China,15.107949999999999,0.155
50278013010,100436,DAF75,Complete,2025-01-09 07:49:08,2025-01-09 07:49:46.418,2025-01-09 07:49:08,2025-01-09 08:06:19.787,AO,OR2A,67.436,106.657723245,-6.124250029999999,LG02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,B120001100731F00,67.44,67.44,00:00:00.181,N,Indonesia,16.55615,0.181
50278010010,100436,DAF75,Complete,2025-01-09 07:44:36,2025-01-09 07:46:41.432,2025-01-09 07:44:36,2025-01-09 07:52:33.570,AO,OR2A,18.979,106.892389125,-6.26393454,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,18.98,18.98,00:00:00.055,N,Indonesia,5.868966666666666,0.055
50278007010,100436,DAF75,Complete,2025-01-09 06:57:16,2025-01-09 06:59:40.717,2025-01-09 06:57:16,2025-01-09 07:08:14.594,AO,OR2A,20.798,118.12843909499998,24.5435878,WV03,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,104001009E878200,20.8,20.8,00:00:00.040,N,China,8.564616666666666,0.04
50278005010,100436,DAF75,Complete,2025-01-09 06:52:57,2025-01-09 06:54:45.568,2025-01-09 06:52:57,2025-01-09 07:01:06.589,AO,OR2A,40.496,120.43161284,31.498785865,WV03,ARCHIVE,Public,N,Standard,2025-01-09,View-Ready (Standard) OR2A,1040010099590F00,40.5,40.5,00:00:00.078,N,China,6.350350000000001,0.078
50277963010,100436,DAF75,Complete,2025-01-09 05:04:37,2025-01-09 05:05:10.127,2025-01-09 05:04:37,2025-01-09 05:23:12.105,AO,OR2A,66.404,117.32784618499998,49.57369869,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,103001010BC3DE00,66.4,66.4,00:00:00.143,N,China,18.032966666666667,0.143
50277959010,100436,DAF75,Complete,2025-01-09 04:56:44,2025-01-09 04:57:21.566,2025-01-09 04:56:44,2025-01-09 05:15:49.415,AO,OR2A,33.387,98.52961855,24.39994049,WV03,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,10400100A07FFE00,33.39,33.39,00:00:00.065,N,China,18.46415,0.065
50277955010,100436,DAF75,Complete,2025-01-09 04:50:38,2025-01-09 04:51:09.897,2025-01-09 04:50:38,2025-01-09 04:59:00.421,AO,OR2A,51.735,118.41164124,35.05188142,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,51.74,51.74,00:00:00.112,N,China,7.842066666666667,0.112
50277953010,100436,DAF75,Complete,2025-01-09 04:48:47,2025-01-09 04:49:27.006,2025-01-09 04:48:47,2025-01-09 04:59:34.367,AO,OR2A,53.551,87.478764945,43.913784585,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,103001010BC81400,53.55,53.55,00:00:00.116,N,China,10.122683333333333,0.116
50277946010,100436,DAF75,Complete,2025-01-09 04:45:51,2025-01-09 04:46:15.494,2025-01-09 04:45:51,2025-01-09 04:58:21.598,AO,OR2A,82.096,90.90753222,29.29679753,WV03,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,10400100A132FC00,82.1,82.1,00:00:00.159,N,China,12.101733333333334,0.159
50277936010,100436,DAF75,Complete,2025-01-09 04:37:18,2025-01-09 04:37:46.758,2025-01-09 04:37:18,2025-01-09 04:47:32.494,AO,OR2A,59.836,117.358174815,39.12382109,GE01,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,105001003F630800,59.84,59.84,00:00:00.173,N,China,9.762266666666667,0.173
50277929010,100436,DAF75,Complete,2025-01-09 04:21:16,2025-01-09 04:21:46.125,2025-01-09 04:21:16,2025-01-09 04:33:50.674,AO,OR2A,130.581,113.79864947000002,22.636273955,LG02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,B120001100E25D00,130.58,130.58,00:00:00.351,N,China,12.075816666666666,0.351
50277928010,100436,DAF75,Complete,2025-01-09 04:17:10,2025-01-09 04:17:47.189,2025-01-09 04:17:10,2025-01-09 04:23:55.152,AO,OR2A,23.915,123.49017383500002,41.635341655,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,103001010AAF7100,23.92,23.92,00:00:00.052,N,China,6.132716666666667,0.052
50277924010,100436,DAF75,Complete,2025-01-09 04:09:18,2025-01-09 04:09:45.718,2025-01-09 04:09:18,2025-01-09 04:16:45.552,AO,OR2A,28.442,109.416271285,18.305323405,WV02,ARCHIVE,Public,N,Fresh,2025-01-09,View-Ready (Standard) OR2A,103001010BD39700,28.44,28.44,00:00:00.061,N,China,6.997233333333333,0.061
50277864080,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:19:23.520,2025-01-08 22:50:34,,AO,OR2A,153.6,126.444787,37.46109800000001,GE01,,,,,,,,,,,,Republic of Korea,,
50277864060,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:14:09.290,2025-01-08 22:50:34,,AO,OR2A,40.928,100.402909,6.187636,WV02,,,,,,,,,,,,Malaysia,,
50277864050,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:09:25.144,2025-01-08 22:50:34,,AO,OR2A,26.342,151.17249900000002,-32.617469,WV02,,,,,,,,,,,,Australia,,
50277864090,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:24:23.474,2025-01-08 22:50:34,,AO,OR2A,40.66,126.4858215,33.509221,GE01,,,,,,,,,,,,Republic of Korea,,
50277864040,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:09:23.750,2025-01-08 22:50:34,,AO,OR2A,28.312,150.541511,-34.946665,WV02,,,,,,,,,,,,Australia,,
50277864110,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:29:23.482,2025-01-08 22:50:34,,AO,OR2A,25.004,114.9281545,4.945021,GE01,,,,,,,,,,,,Brunei Darussalam,,
50277864100,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:29:07.364,2025-01-08 22:50:34,,AO,OR2A,25.748,151.9823155,-27.4457135,GE01,,,,,,,,,,,,Australia,,
50277864070,100436,DAF75,Delivered,2025-01-08 22:50:34,2025-01-08 23:14:23.530,2025-01-08 22:50:34,,AO,OR2A,26.018,128.668834,38.06245,GE01,,,,,,,,,,,,Republic of Korea,,
50277864020,100436,DAF75,Delivered,2025-01-08 22:50:33,2025-01-08 23:05:29.242,2025-01-08 22:50:33,,AO,OR2A,130.945,142.08594950000003,-12.6467355,WV02,,,,,,,,,,,,Australia,,
50277864010,100436,DAF75,Delivered,2025-01-08 22:50:33,2025-01-08 23:05:27.359,2025-01-08 22:50:33,,AO,OR2A,29.698,128.940852,35.1783475,GE01,,,,,,,,,,,,Republic of Korea,,
50277864030,100436,DAF75,Delivered,2025-01-08 22:50:33,2025-01-08 23:05:39.971,2025-01-08 22:50:33,,AO,OR2A,31.234,144.297883,-5.830197000000001,GE01,,,,,,,,,,,,Papua New Guinea,,
50277359010,100436,DAF75,Complete,2025-01-08 05:56:13,2025-01-08 05:56:51.126,2025-01-08 05:56:13,2025-01-08 06:08:28.192,AO,OR2A,402.142,101.09136604274968,4.590327123525325,WV02,TASKING,Private,N,SelectPlus,2025-01-08,View-Ready (Standard) OR2A,103001010CA6C500,100.0,4120.0,00:00:08.892,N,Malaysia,11.617766666666666,8.892
50277356010,100436,DAF75,Complete,2025-01-08 05:48:14,2025-01-08 05:48:56.206,2025-01-08 05:48:14,2025-01-08 06:06:32.497,AO,OR2A,306.75,96.13573358075412,16.867990475330604,WV03,TASKING,Private,N,SelectPlus,2025-01-08,View-Ready (Standard) OR2A,104001009F4E0A00,100.0,4360.0,00:00:08.439,N,Myanmar,17.60485,8.439
50276802010,100436,DAF75,Complete,2025-01-07 06:01:27,2025-01-07 06:02:03.640,2025-01-07 06:01:27,2025-01-07 06:08:18.356,AO,OR2A,30.611,130.46506268621528,46.84204895827204,LG02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,B120001100DD5400,30.61,30.61,00:00:00.082,N,China,6.245266666666667,0.082
50276798010,100436,DAF75,Complete,2025-01-07 05:42:25,2025-01-07 05:42:47.486,2025-01-07 05:42:25,2025-01-07 05:49:41.562,AO,OR2A,49.984,119.13434706250032,33.78690927100426,WV03,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,10400100A2C5FB00,49.98,49.98,00:00:00.097,N,China,6.901266666666667,0.097
50276796010,100436,DAF75,Complete,2025-01-07 05:36:23,2025-01-07 05:36:44.758,2025-01-07 05:36:23,2025-01-07 05:48:22.770,AO,OR2A,35.827,111.82596262117065,40.85376567412521,LG02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,B1200011009F7100,35.83,35.83,00:00:00.096,N,China,11.633533333333332,0.096
50276793010,100436,DAF75,Complete,2025-01-07 05:22:45,2025-01-07 05:23:09.543,2025-01-07 05:22:45,2025-01-07 05:31:19.195,AO,OR2A,76.041,106.80187307410723,26.535424830781995,WV02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,103001010B772700,76.04,76.04,00:00:00.164,N,China,8.160866666666667,0.164
50276791010,100436,DAF75,Complete,2025-01-07 05:13:26,2025-01-07 05:13:50.828,2025-01-07 05:13:26,2025-01-07 05:26:09.575,AO,OR2A,34.776,94.81183567249964,40.16782288408224,LG02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,B120001100E0F700,34.78,34.78,00:00:00.094,N,China,12.31245,0.094
50276790010,100436,DAF75,Complete,2025-01-07 04:59:16,2025-01-07 04:59:41.182,2025-01-07 04:59:16,2025-01-07 05:08:28.683,AO,OR2A,32.412,115.16942081669065,-8.747338132258392,WV02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,103001010B5B5E00,32.41,32.41,00:00:00.070,N,Indonesia,8.791683333333333,0.07
50276788010,100436,DAF75,Complete,2025-01-07 04:55:22,2025-01-07 04:59:41.197,2025-01-07 04:55:22,2025-01-07 05:07:08.353,AO,OR2A,3.221,125.52496678,-8.547454964999998,GE01,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,1050010040075A00,3.22,3.22,00:00:00.009,N,Timor-Leste,7.4526,0.009
50276786010,100436,DAF75,Complete,2025-01-07 04:40:19,2025-01-07 04:40:43.109,2025-01-07 04:40:19,2025-01-07 04:45:34.492,AO,OR2A,21.364,103.66374761,1.29959855,WV02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,1030010108B2AA00,21.36,21.36,00:00:00.046,N,Singapore,4.856383333333333,0.046
50276785010,100436,DAF75,Complete,2025-01-07 04:28:26,2025-01-07 04:29:00.202,2025-01-07 04:28:26,2025-01-07 04:41:45.434,AO,OR2A,54.444,123.913505425,47.233025065,WV02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,103001010818AB00,54.44,54.44,00:00:00.118,N,China,12.753866666666665,0.118
50276782010,100436,DAF75,Complete,2025-01-07 04:28:21,2025-01-07 04:28:46.727,2025-01-07 04:28:21,2025-01-07 04:37:34.480,AO,OR2A,21.109,101.85723531,2.681426175,WV02,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,103001010BC03D00,21.11,21.11,00:00:00.046,N,Malaysia,8.795883333333334,0.046
50276777010,100436,DAF75,Complete,2025-01-07 04:07:44,2025-01-07 04:08:07.842,2025-01-07 04:07:44,2025-01-07 04:18:06.025,AO,OR2A,337.231,123.67676647562664,13.110439044014182,GE01,TASKING,Private,N,SelectPlus,2025-01-07,View-Ready (Standard) OR2A,105001004018CD00,100.0,4120.0,00:00:11.942,N,Philippines,9.969716666666667,11.942
50276778010,100436,DAF75,Complete,2025-01-07 04:07:44,2025-01-07 04:08:14.668,2025-01-07 04:07:44,2025-01-07 04:14:11.631,AO,OR2A,175.698,123.97816191548492,10.309349263351065,GE01,TASKING,Private,N,SelectPlus,2025-01-07,View-Ready (Standard) OR2A,105001004018CF00,100.0,4120.0,00:00:11.942,N,Philippines,5.9493833333333335,11.942
50276774010,100436,DAF75,Complete,2025-01-07 04:06:12,2025-01-07 04:06:53.298,2025-01-07 04:06:12,2025-01-07 04:16:34.082,AO,OR2A,23.812,110.35684592500002,21.215256765,WV03,ARCHIVE,Public,N,Fresh,2025-01-07,View-Ready (Standard) OR2A,10400100A1C45E00,23.81,23.81,00:00:00.046,N,China,9.679733333333333,0.046
