orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,collectionVehicles,combined,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country
17347598010,100436,DAF75,Delivered,2024-10-31T08:59:27.0000 UTC,2024-10-31T09:00:00.0000 UTC,2024-10-31T08:59:27.0000 UTC,2024-11-01T05:02:27.0000 UTC,AO,L3,25.001,106.68839611626592,-6.113078757849141,WV02,WV02,ARCHIVE,Public,N,Fresh,11/1/2024,00:00:00,1030010102842F00,25.0,25.0,0.054,N,Indonesia
17347597010,100436,DAF75,Delivered,2024-10-31T08:59:27.0000 UTC,2024-10-31T08:59:57.0000 UTC,2024-10-31T08:59:27.0000 UTC,2024-11-01T05:02:53.0000 UTC,AO,L3,25.001,106.65649450862728,-6.1210146862134,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,104001007B9BCF00,25.0,25.0,0.048,N,Indonesia
17347595010,100436,DAF75,Delivered,2024-10-31T08:59:26.0000 UTC,2024-10-31T09:00:07.0000 UTC,2024-10-31T08:59:26.0000 UTC,2024-11-01T05:03:12.0000 UTC,AO,L3,25.026,107.458636,-6.4586289899882,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010050BBC200,25.03,25.03,0.048,N,Indonesia
17347596010,100436,DAF75,Delivered,2024-10-31T08:59:26.0000 UTC,2024-10-31T09:00:04.0000 UTC,2024-10-31T08:59:26.0000 UTC,2024-11-01T05:02:46.0000 UTC,AO,L3,25.005,112.81773000000004,-7.3919299885721745,WV03,WV03,ARCHIVE,Public,N,Fresh,11/1/2024,00:00:00,104001009E397400,25.01,25.01,0.048,N,Indonesia
17347593010,100436,DAF75,Delivered,2024-10-31T08:59:16.0000 UTC,2024-10-31T08:59:58.0000 UTC,2024-10-31T08:59:16.0000 UTC,2024-11-01T05:02:37.0000 UTC,AO,L3,25.002,112.71509,-7.181629988890304,WV02,WV02,ARCHIVE,Public,N,Fresh,11/1/2024,00:00:00,10300101067C5900,25.0,25.0,0.054,N,Indonesia
17347591010,100436,DAF75,Delivered,2024-10-31T08:59:16.0000 UTC,2024-10-31T08:59:48.0000 UTC,2024-10-31T08:59:16.0000 UTC,2024-11-01T05:02:47.0000 UTC,AO,L3,25.001,106.65649450862728,-6.1210146862134,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,104001007B9BCF00,25.0,25.0,0.048,N,Indonesia
17347592010,100436,DAF75,Delivered,2024-10-31T08:59:16.0000 UTC,2024-10-31T08:59:57.0000 UTC,2024-10-31T08:59:16.0000 UTC,2024-11-01T05:02:54.0000 UTC,AO,L3,24.989,103.91298,1.2622999980269451,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010089D0D200,24.99,24.99,0.048,N,Singapore
17347594010,100436,DAF75,Delivered,2024-10-31T08:59:16.0000 UTC,2024-10-31T08:59:51.0000 UTC,2024-10-31T08:59:16.0000 UTC,2024-11-01T05:03:04.0000 UTC,AO,L3,24.981,116.6851,-0.9071899985816824,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,104001004EB5C700,24.98,24.98,0.048,N,Indonesia
17347589010,100436,DAF75,Delivered,2024-10-31T08:59:06.0000 UTC,2024-10-31T08:59:54.0000 UTC,2024-10-31T08:59:06.0000 UTC,2024-11-01T05:02:39.0000 UTC,AO,L3,25.026,107.458636,-6.4586289899882,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010050BBC200,25.03,25.03,0.048,N,Indonesia
17347590010,100436,DAF75,Delivered,2024-10-31T08:59:06.0000 UTC,2024-10-31T08:59:47.0000 UTC,2024-10-31T08:59:06.0000 UTC,2024-11-01T05:02:41.0000 UTC,AO,L3,25.002,106.69792699873445,-6.106020438099603,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,104001007B9BCF00,25.0,25.0,0.048,N,Indonesia
17347587010,100436,DAF75,Delivered,2024-10-31T08:59:05.0000 UTC,2024-10-31T08:59:46.0000 UTC,2024-10-31T08:59:05.0000 UTC,2024-11-01T05:02:54.0000 UTC,AO,L3,24.989,103.91298,1.2622999980269451,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010089D0D200,24.99,24.99,0.048,N,Singapore
17347588010,100436,DAF75,Delivered,2024-10-31T08:59:05.0000 UTC,2024-10-31T08:59:47.0000 UTC,2024-10-31T08:59:05.0000 UTC,2024-11-01T05:02:54.0000 UTC,AO,L3,25.025,114.561642,-3.3484729947764174,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010069A58200,25.03,25.03,0.048,N,Indonesia
17347585010,100436,DAF75,Delivered,2024-10-31T08:58:56.0000 UTC,2024-10-31T08:59:51.0000 UTC,2024-10-31T08:58:56.0000 UTC,2024-11-01T05:03:13.0000 UTC,AO,L3,25.005,112.81773000000004,-7.3919299885721745,WV03,WV03,ARCHIVE,Public,N,Fresh,11/1/2024,00:00:00,104001009E397400,25.01,25.01,0.048,N,Indonesia
17347586010,100436,DAF75,Delivered,2024-10-31T08:58:55.0000 UTC,2024-10-31T08:59:47.0000 UTC,2024-10-31T08:58:55.0000 UTC,2024-11-01T05:03:11.0000 UTC,AO,L3,25.002,112.71509,-7.181629988890304,WV02,WV02,ARCHIVE,Public,N,Fresh,11/1/2024,00:00:00,10300101067C5900,25.0,25.0,0.054,N,Indonesia
